Tournament,Label,Model,Num_Features,Features,Num_CV_Folds,Train_R2,Test_R2,Train_RMSE,Test_RMSE,Train_Acc,Test_Acc
M,adj_score_diff,LinearRegression(n_jobs=-1),62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.4172538502821316,0.3770137372137109,11.160668126677646,11.509195520166251,0.7173613004610309,0.7115532648904775
M,adj_score_diff,LinearRegression(n_jobs=-1),37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.4159722972237777,0.3898669204680303,11.173143649380837,11.389649431099212,0.7127711288492959,0.7037998254291533
M,adj_score_diff,RandomForestRegressor(n_jobs=-1),62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.9117574368362444,0.3746154897108597,4.342668333213107,11.52666966334888,0.9319662500390262,0.7017540213641464
M,adj_score_diff,RandomForestRegressor(n_jobs=-1),37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.913480473989986,0.3695730059149748,4.300073765383767,11.567860605198597,0.932273153014393,0.699312523380024
M,adj_score_diff,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.300000012, max_delta_step=0, max_depth=6,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=100, n_jobs=-1, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.9970013127184983,0.2656245943920486,0.799427152486843,12.49312440429572,0.9934720935799104,0.6609609709464234
M,adj_score_diff,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.300000012, max_delta_step=0, max_depth=6,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=100, n_jobs=-1, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.9948377653602531,0.2815419040148649,1.0480961999186629,12.357205465948214,0.9883717699216352,0.6837998254291533
M,adj_score_diff,SVR(),62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.3724839984524927,0.3390522523078679,11.581709774498142,11.85653852778604,0.7200124363870994,0.7054233343031713
M,adj_score_diff,SVR(),37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.3631614351168257,0.3337999207247431,11.667324114536571,11.903633917374416,0.7145041055687956,0.7037989941394073
M,adj_score_diff,KNeighborsRegressor(n_jobs=-1),62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.468786298095294,0.1941262499977563,10.656042933197035,13.093427585952243,0.7436760711423783,0.6421921110603102
M,adj_score_diff,KNeighborsRegressor(n_jobs=-1),37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.4588798758809663,0.1752303273366596,10.755021976832786,13.244021677339273,0.7357197493989946,0.6360704933704643
W,adj_score_diff,LinearRegression(n_jobs=-1),62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.6579872172045473,0.6242498849271538,12.17574912057735,12.747932111049732,0.795641580975822,0.7814339336341493
W,adj_score_diff,LinearRegression(n_jobs=-1),37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.6544864459967752,0.6356836028224985,12.238461519136669,12.550268457679778,0.7926407493164059,0.7871201533362616
W,adj_score_diff,RandomForestRegressor(n_jobs=-1),62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.94555984851252,0.611157458587941,4.857876239181945,12.965722868416451,0.9496217632925232,0.7732160683624165
W,adj_score_diff,RandomForestRegressor(n_jobs=-1),37,"['A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_ot_loss_missing', 'A_ot_win_missing', 'A_PlayIn', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_ot_loss_missing', 'B_ot_win_missing', 'B_PlayIn', 'A_Loc_A', 'A_Loc_H', '1_pos_game_ratio_diff', '1_pos_win_ratio_diff', 'Seed_diff', 'away_win_ratio_diff', 'home_win_ratio_diff', 'max_loss_diff_diff', 'max_win_diff_diff', 'mean_diff_diff', 'mean_papg_diff', 'mean_ppg_diff', 'neutral_win_ratio_diff', 'num_games_diff', 'ot_ratio_diff', 'ot_win_ratio_diff', 'recent_mean_pts_against_diff', 'recent_mean_pts_for_diff', 'recent_mean_score_diff_diff', 'recent_std_pts_against_diff', 'recent_std_pts_for_diff', 'recent_std_score_diff_diff', 'recent_win_ratio_diff', 'std_diff_diff', 'std_papg_diff', 'std_ppg_diff', 'win_ratio_diff']",5,0.946739597642446,0.6156201587647712,4.805068698260065,12.89052364720411,0.951674353593654,0.7662720121391207
W,adj_score_diff,"XGBRegressor(base_score=0.5, booster='gbtree', colsample_bylevel=1,
             colsample_bynode=1, colsample_bytree=1, gamma=0, gpu_id=-1,
             importance_type='gain', interaction_constraints='',
             learning_rate=0.300000012, max_delta_step=0, max_depth=6,
             min_child_weight=1, missing=nan, monotone_constraints='()',
             n_estimators=100, n_jobs=-1, num_parallel_tree=1, random_state=0,
             reg_alpha=0, reg_lambda=1, scale_pos_weight=1, subsample=1,
             tree_method='exact', validate_parameters=1, verbosity=None)",62,"['A_1_pos_game_ratio', 'A_1_pos_loss_missing', 'A_1_pos_win_missing', 'A_1_pos_win_ratio', 'A_PlayIn', 'A_Seed', 'A_away_win_ratio', 'A_home_win_ratio', 'A_max_loss_diff', 'A_max_win_diff', 'A_mean_diff', 'A_mean_papg', 'A_mean_ppg', 'A_neutral_win_ratio', 'A_num_games', 'A_ot_loss_missing', 'A_ot_ratio', 'A_ot_win_missing', 'A_ot_win_ratio', 'A_recent_mean_pts_against', 'A_recent_mean_pts_for', 'A_recent_mean_score_diff', 'A_recent_std_pts_against', 'A_recent_std_pts_for', 'A_recent_std_score_diff', 'A_recent_win_ratio', 'A_std_diff', 'A_std_papg', 'A_std_ppg', 'A_win_ratio', 'B_1_pos_game_ratio', 'B_1_pos_loss_missing', 'B_1_pos_win_missing', 'B_1_pos_win_ratio', 'B_PlayIn', 'B_Seed', 'B_away_win_ratio', 'B_home_win_ratio', 'B_max_loss_diff', 'B_max_win_diff', 'B_mean_diff', 'B_mean_papg', 'B_mean_ppg', 'B_neutral_win_ratio', 'B_num_games', 'B_ot_loss_missing', 'B_ot_ratio', 'B_ot_win_missing', 'B_ot_win_ratio', 'B_recent_mean_pts_against', 'B_recent_mean_pts_for', 'B_recent_mean_score_diff', 'B_recent_std_pts_against', 'B_recent_std_pts_for', 'B_recent_std_score_diff', 'B_recent_win_ratio', 'B_std_diff', 'B_std_papg', 'B_std_ppg', 'B_win_ratio', 'A_Loc_A', 'A_Loc_H']",5,0.999672313656864,0.5650478630895996,0.3729880783496078,13.700289974598173,0.9998421468034728,0.756155412690173
